Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
21248449,Man from the South and other stories,Roald Dahl,"Dahl, Roald",,"=""1405882662""","=""9781405882668""",4,3.84,Penguin,Paperback,120,2009,,2020/01/12,2020/01/12,"2020, owned, papier","2020 (#7), owned (#368), papier (#24)",read,,,,2,0
96712,The Dialectic of Sex: The Case for Feminist Revolution,Shulamith Firestone,"Firestone, Shulamith",,"=""0374527873""","=""9780374527877""",0,3.88,"Farrar, Straus and Giroux",Paperback,240,2003,1970,,2020/01/12,to-read,to-read (#745),to-read,,,,0,0
15942801,The Complete Short Stories: Volume One 1944-1953,Roald Dahl,"Dahl, Roald",,"=""1405910100""","=""9781405910101""",0,4.13,Penguin,Paperback,596,2013,2012,,2020/01/11,to-read,to-read (#744),to-read,,,,0,0
15942802,The Complete Short Stories: Volume Two 1954-1988,Roald Dahl,"Dahl, Roald",,"=""1405910119""","=""9781405910118""",0,4.39,Penguin,Paperback,802,2013,2012,,2020/01/11,to-read,to-read (#743),to-read,,,,0,0
43086974,Dom z dwiema wieżami,Maciej Zaremba Bielawski,"Bielawski, Maciej Zaremba",Mariusz Kalinowski,"=""8365271931""","=""9788365271938""",0,4.54,Karakter,Hardcover,320,2018,2018,,2020/01/11,to-read,to-read (#742),to-read,,,,0,0
43606951,Mięcho,Aneta Żukowska,"Żukowska, Aneta",,"=""836527194X""","=""9788365271945""",0,3.97,Wydawnictwo Karakter,Paperback,176,2019,2019,,2020/01/11,to-read,to-read (#741),to-read,,,,0,0
18393143,Nie ma ekspresów przy żółtych drogach,Andrzej Stasiuk,"Stasiuk, Andrzej",,"=""""","=""9788375366280""",0,4.08,Wydawnictwo Czarne,Hardcover,176,2013,2013,,2020/01/11,to-read,to-read (#740),to-read,,,,0,0
34630732,Oskarżenie. Opowieści totalitarne,Bandi,"Bandi, Bandi",Małgorzata Tryc-Ostrowska,"=""""","=""9788380154599""",0,3.99,Czarna Owca,ebook,,2017,2014,,2020/01/11,to-read,to-read (#739),to-read,,,,0,0
33585392,"Dear Ijeawele, or a Feminist Manifesto in Fifteen Suggestions",Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""152473313X""","=""9781524733131""",0,4.52,Knopf Publishing Group,Hardcover,63,2017,2017,,2020/01/11,to-read,to-read (#738),to-read,,,,0,0
20240859,Everyday Sexism,Laura Bates,"Bates, Laura",,"=""""","=""""",0,4.25,Simon & Schuster UK,Kindle Edition,384,2014,2014,,2020/01/11,to-read,to-read (#737),to-read,,,,0,0
37955732,This Is What Inequality Looks Like,You Yenn Teo,"Teo, You Yenn",,"=""""","=""9789811158049""",0,4.45,Ethos Books,Paperback,288,2018,2018,,2020/01/11,to-read,to-read (#736),to-read,,,,0,0
45877096,Mama mordercy,Ida Linde,"Linde, Ida",Justyna Czechowska,"=""8363056561""","=""9788363056568""",0,3.29,Wydawnictwo Lokator,Paperback,190,2019,2018,,2020/01/11,to-read,to-read (#735),to-read,,,,0,0
50177005,Gąsienica,Edogawa Rampo,"Rampo, Edogawa","Dariusz Latoś, Andrzej Świrkowski","=""8395243367""","=""9788395243363""",0,4.09,Wydawnictwo Tajfuny,Paperback,192,2019,1929,,2020/01/11,"to-read, artrage-bookrage, fiction, owned","to-read (#734), artrage-bookrage (#446), fiction (#273), owned (#1205)",to-read,,,,0,0
19182100,A True Novel,Minae Mizumura,"Mizumura, Minae",Juliet Winters Carpenter,"=""""","=""""",0,4.21,Other Press,Kindle Edition,862,2013,2002,,2020/01/11,to-read,to-read (#733),to-read,,,,0,0
23355270,"The Sound of Sch: A Mental Breakdown, A Life Journey",Danielle Lim,"Lim, Danielle",,"=""""","=""9789810918538""",0,4.49,Ethos Books,Paperback,180,2014,2014,,2020/01/11,to-read,to-read (#732),to-read,,,,0,0
40130229,Lion City,Ng Yi-Sheng,"Yi-Sheng, Ng",,"=""9811700745""","=""9789811700743""",0,3.84,Epigram Books,Paperback,230,2018,2018,,2020/01/11,to-read,to-read (#731),to-read,,,,0,0
37956892,What We Talk About When We Talk about Rape,Sohaila Abdulali,"Abdulali, Sohaila",,"=""1912408066""","=""9781912408061""",0,4.40,Myriad Editions,Paperback,265,2019,2018,,2020/01/11,to-read,to-read (#730),to-read,,,,0,0
15771862,Wave,Sonali Deraniyagala,"Deraniyagala, Sonali",,"=""""","=""""",0,3.77,Knopf,Kindle Edition,274,2013,2013,,2020/01/11,to-read,to-read (#729),to-read,,,,0,0
2438070,Why We Curse: A Neuro-Psycho-Social Theory of Speech,Timothy Jay,"Jay, Timothy",,"=""1556197586""","=""9781556197581""",0,4.35,John Benjamins Publishing Company,Hardcover,328,1999,1999,,2020/01/11,to-read,to-read (#728),to-read,,,,0,0
25242224,"The Story of the Lost Child (The Neapolitan Novels, #4)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""1609452860""","=""9781609452865""",0,4.43,Europa Editions,Paperback,473,2015,2014,,2020/01/10,"to-read, amazon, owned","to-read (#727), amazon (#76), owned (#367)",to-read,,,,0,0
23156040,"Those Who Leave and Those Who Stay (The Neapolitan Novels, #3)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",0,4.33,Europa Editions,Paperback,418,2014,2013,,2020/01/10,"to-read, amazon, owned","to-read (#726), amazon (#75), owned (#366)",to-read,,,,0,0
17465515,"The Story of a New Name (The Neapolitan Novels, #2)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",0,4.43,Europa Editions,Paperback,471,2013,2012,,2020/01/10,"to-read, amazon, owned","to-read (#725), amazon (#74), owned (#365)",to-read,,,,0,0
23151453,"Genialna przyjaciółka (Genialna przyjaciółka, #1)",Elena Ferrante,"Ferrante, Elena",Alina Pawłowska-Zampino,"=""8379990390""","=""9788379990399""",0,4.02,Sonia Draga,Paperback,480,2014,2011,,2020/01/10,"to-read, amazon, owned","to-read (#724), amazon (#73), owned (#364)",to-read,,,,0,0
13175692,The Shadow over Innsmouth,H.P. Lovecraft,"Lovecraft, H.P.",,"=""1450562795""","=""9781450562799""",0,4.12,Visionary Publishing Company,Paperback,158,1936,1936,,2020/01/10,to-read,to-read (#723),to-read,,,,0,0
35630181,"If He's So Great, Why Do I Feel So Bad?: Recognizing and Overcoming Subtle Abuse",Avery Neal,"Neal, Avery",,"=""0806538619""","=""9780806538617""",0,4.32,Citadel,Paperback,272,2018,2018,,2019/11/28,"to-read, owned, woblink","to-read (#666), owned (#360), woblink (#159)",to-read,,,,0,0
46155007,Czarownice. Niezwyciężona siła kobiet,Mona Chollet,"Chollet, Mona",Sławomir Królak,"=""""","=""9788366147171""",0,4.20,Karakter,Paperback,288,2019,2018,,2020/01/04,"to-read, owned, woblink","to-read (#714), owned (#359), woblink (#158)",to-read,,,,0,0
50084129,Odkryj swoje wewnętrzne dziecko. Klucz do rozwiązania (prawie) wszystkich problemów,Stefanie Stahl,"Stahl, Stefanie",Sylwia Miłkowska,"=""8381350069""","=""9788381350068""",0,4.13,Otwarte,Paperback,304,2019,2015,,2020/01/10,"to-read, owned, woblink","to-read (#718), owned (#358), woblink (#157)",to-read,,,,0,0
6597651,The Windup Girl,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""1597801577""","=""9781597801577""",0,3.75,Night Shade Books,Hardcover,359,2009,2009,,2020/01/10,to-read,to-read (#721),to-read,,,,0,0
2466469,"Emotion Code: How to Release Your Trapped Emotions for Abundant Health, Love and Happiness",Bradley  Nelson,"Nelson, Bradley",,"=""0979553709""","=""9780979553707""",0,4.00,Wellness Unmasked Publishing,Paperback,379,2007,2007,,2020/01/10,"to-read, amazon, owned","to-read (#720), amazon (#72), owned (#356)",to-read,,,,0,0
43153934,Głód,Knut Hamsun,"Hamsun, Knut",Anna Marciniakówna,"=""8386646489""","=""""",0,4.06,Świat Literacki,Paperback,,1998,1890,,2020/01/10,to-read,to-read (#719),to-read,,,,0,0
28509312,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,"O'Neil, Cathy",,"=""""","=""""",3,3.88,Broadway Books,Kindle Edition,254,2016,2016,2020/01/10,2018/12/26,"amazon, owned, 2020","amazon (#69), owned (#347), 2020 (#6)",read,,,,1,0
20524444,Elixir in Action,Saša Jurić,"Jurić, Saša",,"=""161729201X""","=""9781617292019""",4,4.55,Manning,Paperback,351,2015,2015,2020/01/06,2019/01/20,"software-development-growth, 2020, owned, papier","software-development-growth (#20), 2020 (#5), owned (#355), papier (#23)",read,,,,1,0
23364926,Unfair: The New Science of Criminal Injustice,Adam Benforado,"Benforado, Adam",,"=""0770437761""","=""9780770437763""",0,4.05,Crown,Hardcover,379,2015,2015,,2020/01/04,to-read,to-read (#717),to-read,,,,0,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",0,4.00,William Morrow,Hardcover,268,2006,2005,,2020/01/04,to-read,to-read (#716),to-read,,,,0,0
472331,"Watchmen (Watchmen, #1-12)",Alan Moore,"Moore, Alan","Dave Gibbons, John    Higgins","=""0930289234""","=""9780930289232""",0,4.37,DC Comics,Paperback,416,2005,1987,,2020/01/04,to-read,to-read (#715),to-read,,,,0,0
25531393,Patterns Principles and Practices of Domain Driven Design,Scott Millett,"Millett, Scott",Nick Tune,"=""""","=""""",0,4.36,Wrox,Paperback,736,2015,2014,,2020/01/03,to-read,to-read (#713),to-read,,,,0,0
38532183,"How to Be Alone: If You Want To, and Even If You Don't",Lane Moore,"Moore, Lane",,"=""1501178830""","=""9781501178832""",0,3.72,Atria Books,Paperback,224,2018,2018,,2020/01/01,to-read,to-read (#712),to-read,,,,0,0
34298222,"The Gender Games: The Problem with Men and Women, from Someone Who Has Been Both",Juno Dawson,"Dawson, Juno",,"=""1473648580""","=""9781473648586""",0,4.10,Two Roads,Hardcover,368,2017,2017,,2020/01/01,to-read,to-read (#710),to-read,,,,0,0
12184344,Kaprysik. Damskie historie,Mariusz Szczygieł,"Szczygieł, Mariusz",,"=""""","=""9788375528671""",4,3.73,Agora,Hardcover,98,2010,2010,2020/01/01,2019/01/17,"owned, publio, 2020","owned (#202), publio (#21), 2020 (#3)",read,,,,1,0
37783810,Phoenix for Rails Developers,Elvio Vicosa,"Vicosa, Elvio",,"=""""","=""""",4,3.57,,,230,2017,,2020/01/01,2019/12/25,"owned, 2020","owned (#348), 2020 (#2)",read,,,,1,0
38647406,"Fed Up: Emotional Labor, Women, and the Way Forward",Gemma Hartley,"Hartley, Gemma",,"=""0062855980""","=""9780062855985""",0,3.70,HarperOne,Hardcover,272,2018,2018,,2020/01/01,to-read,to-read (#709),to-read,,,,0,0
40858227,Humans: A Brief History of How We F*cked It All Up,Tom   Phillips,"Phillips, Tom",,"=""""","=""""",0,4.00,Wildfire,Kindle Edition,272,2018,2018,,2020/01/01,to-read,to-read (#708),to-read,,,,0,0
50079758,Kobiety Holocaustu. Historia feministyczna,Zoë Waxman,"Waxman, Zoë",Joanna Bednarek,"=""""","=""""",0,3.75,Wydawnictwo Poznańskie ,,,2019,,,2019/11/16,to-read,to-read (#642),to-read,,,,0,0
50070424,Dwadzieścia jeden uderzeń serca,Donal Ryan,"Ryan, Donal",Ewa Pater-Podgórna,"=""8366117979""","=""9788366117976""",0,3.90,Grupa Wydawnicza Relacja,Paperback,168,2019,2012,,2019/06/30,to-read,to-read (#535),to-read,,,,0,0
5629833,"Positivity: Groundbreaking Research Reveals How to Embrace the Hidden Strength of Positive Emotions, Overcome Negativity, and Thrive",Barbara L. Fredrickson,"Fredrickson, Barbara L.",,"=""0307393739""","=""9780307393739""",0,3.98,Crown,Hardcover,288,2009,2009,,2019/12/29,to-read,to-read (#707),to-read,,,,0,0
50004876,Wszyscy jesteśmy cyborgami. Jak internet zmienił Polskę,Michał R. Wiśniewski,"Wiśniewski, Michał R.",,"=""8380499387""","=""9788380499386""",0,3.44,Czarne,Paperback,248,2019,2019,,2019/11/15,to-read,to-read (#641),to-read,,,,0,0
38495957,Is Gender Fluid?,Sally Hines,"Hines, Sally",,"=""0500293686""","=""9780500293683""",0,4.12,Thames  Hudson,Paperback,144,2018,2018,,2019/12/27,to-read,to-read (#706),to-read,,,,0,0
42973319,"The Testaments (The Handmaid's Tale, #2)",Margaret Atwood,"Atwood, Margaret",,"=""1784742325""","=""9781784742324""",0,4.20,Chatto & Windus (Penguin UK),Hardcover,419,2019,2019,,2019/12/27,to-read,to-read (#705),to-read,,,,0,0
42103867,Równonoc,Anna Fryczkowska,"Fryczkowska, Anna",,"=""8365157810""","=""9788365157812""",0,3.82,Od deski do deski,Paperback,288,2018,2018,,2019/12/23,"to-read, owned, woblink","to-read (#704), owned (#346), woblink (#155)",to-read,,,,0,0
16248513,"Plutopia: Nuclear Families, Atomic Cities, and the Great Soviet and American Plutonium Disasters",Kate     Brown,"Brown, Kate",,"=""0199855765""","=""9780199855766""",0,4.16,"Oxford University Press, USA",Hardcover,416,2013,2013,,2019/12/20,"to-read, owned, woblink","to-read (#699), owned (#345), woblink (#154)",to-read,,,,0,0
44423570,Posełki. Osiem pierwszych kobiet,Olga Wiechnik,"Wiechnik, Olga",,"=""8379760972""","=""9788379760978""",0,4.53,Wydawnictwo Poznańskie,Hardcover,488,2019,2019,,2019/12/20,"to-read, owned, woblink","to-read (#698), owned (#344), woblink (#153)",to-read,,,,0,0
39818935,Neuroerotyka. Rozmowy o seksie i nie tylko,Jerzy Vetulani,"Vetulani, Jerzy",Maria Mazurek,"=""8324042733""","=""9788324042739""",0,3.93,Społeczny Instytut Wydawniczy Znak,Paperback,304,2018,2018,,2019/11/17,"to-read, owned, woblink","to-read (#645), owned (#343), woblink (#152)",to-read,,,,0,0
17410192,Kwiaty dla Algernona,Daniel Keyes,"Keyes, Daniel",Krzysztof Sokołowski,"=""8386868880""","=""9788386868889""",3,4.19,Prószyński S-ka,Paperback,266,1996,1959,2019/12/23,2019/11/21,"audioteka, owned, 2019","audioteka (#2), owned (#303), 2019 (#56)",read,,,,1,0
43232971,The Vagina Bible: The Vulva and the Vagina—Separating the Myth from the Medicine,Jennifer Gunter,"Gunter, Jennifer",,"=""0806539313""","=""9780806539317""",0,4.37,Citadel Press,Paperback,420,2019,2019,,2019/09/19,"amazon, owned, abandoned-for-later, to-read","amazon (#28), owned (#281), abandoned-for-later (#7), to-read (#703)",to-read,,,,0,0
36264493,Slash,Natalia Osińska,"Osińska, Natalia",Mariusz Andryszczyk,"=""""","=""9788326825422""",2,4.03,Agora,Hardcover,320,2017,2017,2019/12/22,2017/12/29,"owned, publio, 2019","owned (#221), publio (#32), 2019 (#55)",read,,,,1,0
36505875,"Radości z kobiecości, czyli wszystko o zarządzaniu narządami",Nina Brochmann,"Brochmann, Nina","Ellen Støkken Dahl, Karolina Drozdowska, Małgorzata Rost, Tegnehanne","=""8381101387""","=""9788381101387""",4,4.20,Sonia Draga,Paperback,386,2017,2017,2019/12/20,2019/09/19,"owned, litres, 2019","owned (#306), litres (#1), 2019 (#54)",read,,,,1,0
42203284,Lepsi od Pana Boga. Reportaże z Polski Ludowej,Janusz Rolicki,"Rolicki, Janusz",Cezary Łazarewicz,"=""8379760514""","=""9788379760510""",0,3.50,Wydawnictwo Poznańskie,Paperback,357,2018,2018,,2019/12/20,to-read,to-read (#700),to-read,,,,0,0
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0060530928""","=""9780060530921""",0,4.15,HarperCollins,Hardcover,312,2008,2008,,2019/12/20,to-read,to-read (#697),to-read,,,,0,0
14201,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",,"=""""","=""""",0,3.85,Tor Books,Paperback,1006,2006,2004,,2019/09/30,"to-read, science-fiction-fantasy","to-read (#600), science-fiction-fantasy (#14)",to-read,,,,0,0
569429,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,"Adams, Douglas",,"=""0345379330""","=""9780345379337""",0,3.97,Del Rey,Paperback,288,1993,1992,,2019/12/20,"to-read, amazon, owned","to-read (#696), amazon (#68), owned (#341)",to-read,,,,0,0
6091075,"So Long, and Thanks for All the Fish (The Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.09,Del Rey,Kindle Edition,225,2008,1984,,2019/12/20,"to-read, amazon, owned","to-read (#695), amazon (#67), owned (#340)",to-read,,,,0,0
8694,"Life, the Universe and Everything (The Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,"=""0345418905""","=""9780345418906""",0,4.18,Del Rey,Paperback,224,2005,1982,,2019/12/20,"to-read, amazon, owned","to-read (#694), amazon (#66), owned (#339)",to-read,,,,0,0
8695,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.21,Del Rey,Paperback,250,2005,1980,,2019/12/20,"to-read, amazon, owned","to-read (#693), amazon (#65), owned (#338)",to-read,,,,0,0
386162,"The Hitchhiker's Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.23,Del Rey,Paperback,193,2007,1979,,2019/12/20,"to-read, amazon, owned","to-read (#692), amazon (#64), owned (#337)",to-read,,,,0,0
13,"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,"Adams, Douglas",,"=""0345453743""","=""9780345453747""",0,4.38,Del Rey Books,Paperback,815,2002,1996,,2019/12/20,"to-read, amazon, owned","to-read (#691), amazon (#63), owned (#336)",to-read,,,,0,0
9778945,The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,"Carr, Nicholas",,"=""0393339750""","=""9780393339758""",0,3.89,W. W. Norton & Company,Paperback,280,2011,2010,,2019/12/20,"amazon, owned, to-read","amazon (#62), owned (#335), to-read (#690)",to-read,,,,0,0
9869766,Disrupt: Think the Unthinkable to Spark Transformation in Your Business,Luke Williams,"Williams, Luke",,"=""0137025149""","=""9780137025145""",0,3.75,FT Press,Hardcover,198,2010,2010,,2019/12/20,"to-read, amazon, owned","to-read (#689), amazon (#61), owned (#334)",to-read,,,,0,0
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""055358202X""","=""9780553582024""",0,4.15,Bantam Books,Mass Market Paperback,1061,2011,2005,,2019/12/20,"to-read, amazon, owned","to-read (#688), amazon (#60), owned (#333)",to-read,,,,0,0
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""055357342X""","=""9780553573428""",0,4.54,Bantam,Mass Market Paperback,1177,2003,2000,,2018/08/06,"to-read, amazon, owned","to-read (#328), amazon (#59), owned (#332)",to-read,,,,0,0
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""0553381695""","=""9780553381696""",0,4.41,Bantam,Paperback,969,2002,1998,,2019/12/20,"to-read, amazon, owned","to-read (#687), amazon (#58), owned (#331)",to-read,,,,0,0
3428935,"The Warded Man (The Demon Cycle, #1)",Peter V. Brett,"Brett, Peter V.",,"=""0345503805""","=""9780345503800""",0,4.25,Random House,Hardcover,416,2009,2008,,2019/12/20,"amazon, owned","amazon (#56), owned (#330)",read,,,,0,0
6736971,"The Desert Spear (Demon Cycle, #2)",Peter V. Brett,"Brett, Peter V.",,"=""0345503813""","=""9780345503817""",0,4.21,Del Rey,Hardcover,579,2010,2010,,2019/12/20,"amazon, owned","amazon (#55), owned (#329)",read,,,,0,0
8598554,"The Omen Machine (Sword of Truth, #12; Richard and Kahlan, #1)",Terry Goodkind,"Goodkind, Terry",,"=""038566740X""","=""9780385667401""",0,3.69,Doubleday Canada,Hardcover,528,2011,2011,,2019/12/20,"to-read, amazon, owned","to-read (#686), amazon (#54), owned (#328)",to-read,,,,0,0
13152361,Chill Run,Russell Brooks,"Brooks, Russell","Lisa Martinez, Victory  Crayne","=""""","=""""",0,3.55,,Kindle Edition,243,,2011,,2019/12/20,"to-read, amazon, owned","to-read (#685), amazon (#52), owned (#327)",to-read,,,,0,0
15706286,"The Rose of Fire (The Cemetery of Forgotten Books, #2.5)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,"=""""","=""""",0,3.77,HarperCollins ebooks,Kindle Edition,36,2012,2012,,2019/12/20,"to-read, amazon, owned","to-read (#684), amazon (#50), owned (#325)",to-read,,,,0,0
34507,"Equal Rites (Discworld, #3; Witches, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060855908""","=""9780060855901""",0,4.05,Harper Perennial,Paperback,240,2005,1987,,2019/01/17,"amazon, owned","amazon (#49), owned (#324)",read,,,,1,0
9268487,"The Daylight War (Demon Cycle, #3)",Peter V. Brett,"Brett, Peter V.",,"=""0345503821""","=""9780345503824""",0,4.21,Random House Del Ray,Hardcover,639,2013,2013,,2019/12/20,"amazon, owned, to-read","amazon (#47), owned (#322), to-read (#683)",to-read,,,,0,0
767171,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,"Shirer, William L.",,"=""0671728687""","=""9780671728687""",0,4.19,Simon & Schuster,Mass Market Paperback,1614,1990,1960,,2019/12/20,"to-read, amazon, owned","to-read (#682), amazon (#48), owned (#323)",to-read,,,,0,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",0,4.07,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,,2017/12/30,"to-read, amazon, owned","to-read (#45), amazon (#46), owned (#321)",to-read,,,,0,0
20510241,"The Calling (Endgame, #1)",James Frey,"Frey, James",Nils Johnson-Shelton,"=""0062332589""","=""9780062332585""",0,3.72,HarperTeen,Hardcover,461,2014,2014,,2019/12/20,"to-read, amazon, owned","to-read (#681), amazon (#45), owned (#320)",to-read,,,,0,0
13630171,"The Skull Throne (Demon Cycle, #4)",Peter V. Brett,"Brett, Peter V.",,"=""0345531485""","=""9780345531483""",0,4.13,Del Rey,Hardcover,681,2015,2015,,2019/12/20,"to-read, amazon, owned","to-read (#680), amazon (#44), owned (#319)",to-read,,,,0,0
23258925,The Boy Who Could Change the World: The Writings of Aaron Swartz,Lawrence Lessig,"Lessig, Lawrence",Aaron Swartz,"=""162097066X""","=""9781620970669""",0,4.22,The New Press,Paperback,359,2016,2015,,2019/12/20,"to-read, amazon","to-read (#679), amazon (#43)",to-read,,,,0,0
1044831,Are Your Lights On?: How to Figure Out What the Problem Really is,Donald C. Gause,"Gause, Donald C.",Gerald M. Weinberg,"=""0932633161""","=""9780932633163""",0,4.00,"Dorset House Publishing Company, Incorporated",Paperback,156,1990,1982,,2019/12/20,"to-read, amazon","to-read (#678), amazon (#42)",to-read,,,,0,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",0,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,,2019/01/10,"to-read, amazon, owned","to-read (#428), amazon (#41), owned (#318)",to-read,,,,0,0
19477973,"Severed Souls (Sword of Truth, #14; Richard and Kahlan, #3)",Terry Goodkind,"Goodkind, Terry",,"=""0765327740""","=""9780765327741""",0,3.89,Tor Books,Hardcover,560,2014,2014,,2019/12/20,"to-read, amazon, owned","to-read (#677), amazon (#36), owned (#313)",to-read,,,,0,0
12781,The Satanic Verses,Salman Rushdie,"Rushdie, Salman",,"=""0312270828""","=""9780312270827""",0,3.70,Picador USA,Paperback,561,1997,1988,,2019/12/20,"to-read, amazon, owned","to-read (#676), amazon (#35), owned (#312)",to-read,,,,0,0
7163862,Zoo City,Lauren Beukes,"Beukes, Lauren",,"=""0007327684""","=""9780007327683""",0,3.63,Angry Robot,Paperback,416,2010,2010,,2019/07/28,"to-read, polecajki-z-fejsa, science-fiction-fantasy","to-read (#562), polecajki-z-fejsa (#35), science-fiction-fantasy (#13)",to-read,,,,0,0
7663283,sen_numer_9,David Mitchell,"Mitchell, David",Janusz Margoński,"=""8308032230""","=""9788308032237""",0,3.87,Wydawnictwo Literackie,Paperback,533,2002,2001,,2019/07/28,"to-read, polecajki-z-fejsa, science-fiction-fantasy","to-read (#563), polecajki-z-fejsa (#36), science-fiction-fantasy (#12)",to-read,,,,0,0
38731455,Kwantowy złodziej,Hannu Rajaniemi,"Rajaniemi, Hannu",Wojciech Szypuła,"=""8374808780""","=""9788374808781""",0,3.83,MAG,Hardcover,336,2018,2010,,2019/07/28,"to-read, polecajki-z-fejsa, science-fiction-fantasy","to-read (#564), polecajki-z-fejsa (#37), science-fiction-fantasy (#11)",to-read,,,,0,0
7095831,"Ship Breaker (Ship Breaker, #1)",Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""0316056219""","=""9780316056212""",0,3.75,"Little, Brown Books for Young Readers",Hardcover,326,2010,2010,,2019/07/28,"to-read, polecajki-z-fejsa, science-fiction-fantasy","to-read (#566), polecajki-z-fejsa (#39), science-fiction-fantasy (#9)",to-read,,,,0,0
9303277,Rzeka bogów,Ian McDonald,"McDonald, Ian",Wojciech M. Próchniewicz,"=""8374801549""","=""9788374801546""",0,3.91,Wydawnictwo Mag,Hardcover,528,2010,2004,,2019/07/28,"to-read, polecajki-z-fejsa, science-fiction-fantasy","to-read (#567), polecajki-z-fejsa (#40), science-fiction-fantasy (#8)",to-read,,,,0,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",0,4.52,Penguin Group DAW,Hardcover,662,2007,2007,,2019/08/25,"to-read, science-fiction-fantasy, polecajki-z-fejsa, amazon, owned","to-read (#583), science-fiction-fantasy (#7), polecajki-z-fejsa (#42), amazon (#31), owned (#308)",to-read,,,,0,0
37954228,Feminasty: The Complicated Woman's Guide to Surviving the Patriarchy Without Drinking Herself to Death,Erin Gibson,"Gibson, Erin",,"=""1455571865""","=""9781455571864""",0,4.02,Grand Central Publishing,Hardcover,288,2018,2018,,2019/12/20,to-read,to-read (#675),to-read,,,,0,0
43021989,Vagina: A Re-education,Lynn Enright,"Enright, Lynn",,"=""1911630016""","=""9781911630012""",0,4.33,Allen & Unwin,Paperback,240,2019,2019,,2019/12/19,to-read,to-read (#673),to-read,,,,0,0
49517403,Obrzydliwa anatomia,Mara Altman,"Altman, Mara",Ewa Androsiuk-Kotarska,"=""""","=""9788366338876""",3,3.75,Wydawnictwo Kobiece,Paperback,384,2019,2018,2019/10/27,2019/10/06,"owned, woblink, 2019","owned (#289), woblink (#144), 2019 (#40)",read,"Ksiazka bardzo nierowna - pierwsze dwa rozdzialy najslabsze, srodek zajebisty i fascynujacy (zdarzylo mi sie tez pare razy wybuchnac smiechem), ale na koniec znow troche meh - dlatego odejmuje 2 gwiazdki. <br/>Ogolnie warto :)",,,1,0
49516578,To trzeba wyrazić,Marie Cardinal,"Cardinal, Marie",Dorota Ben Ghorbal,"=""""","=""8385386882""",0,4.04,Jacek Santorski & Co,Paperback,251,1995,1975,,2019/11/17,to-read,to-read (#643),to-read,,,,0,0
49499831,Porozumienie bez przemocy. O języku życia,Marshall B. Rosenberg,"Rosenberg, Marshall B.",,"=""8380154029""","=""9788380154025""",0,4.35,Czarna Owca,Paperback,279,2017,1999,,2019/10/10,to-read,to-read (#608),to-read,,,,0,0
