Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
6754961,Islamic History: A Very Short Introduction,Adam J. Silverstein,"Silverstein, Adam J.",,"=""0199545723""","=""9780199545728""",0,3.28,"Oxford University Press, USA",Paperback,176,2010,2009,,2023/03/14,"to-read, from-friends, historia, owned, non-fiction","to-read (#2686), from-friends (#28), historia (#147), owned (#1260), non-fiction (#602)",to-read,,,,0,0
38470183,Lost Kingdom: A History of Russian Nationalism from Ivan the Great to Vladimir Putin,Serhii Plokhy,"Plokhy, Serhii",,"=""0141983132""","=""9780141983134""",0,4.04,Penguin,Paperback,398,2018,2017,,2023/03/14,"to-read, from-friends, historia, owned, non-fiction, rosja","to-read (#2685), from-friends (#24), historia (#146), owned (#1256), non-fiction (#599), rosja (#25)",to-read,,,,0,0
34218167,"Enemies and Neighbors: Arabs and Jews in Palestine and Israel, 1917-2017",Ian   Black,"Black, Ian",,"=""0802127037""","=""9780802127037""",0,4.07,"Atlantic Monthly Press/Grove Atlantic, Inc.",Hardcover,512,2017,2017,,2023/03/14,"to-read, from-friends, palestyna, non-fiction, owned","to-read (#2684), from-friends (#23), palestyna (#11), non-fiction (#598), owned (#1255)",to-read,,,,0,0
23453100,"The Good Gut: Taking Control of Your Weight, Your Mood, and Your Long-term Health",Justin Sonnenburg,"Sonnenburg, Justin","Erica Sonnenburg, Andrew Weil","=""1594206287""","=""9781594206283""",0,3.87,Penguin Press,Hardcover,320,2015,2015,,2023/03/14,"to-read, from-friends, owned, popularnonaukowe","to-read (#2683), from-friends (#19), owned (#1251), popularnonaukowe (#171)",to-read,,,,0,0
110391,"The Duke and I (Bridgertons, #1)",Julia Quinn,"Quinn, Julia",,"=""0380800829""","=""9780380800827""",0,3.81,Avon Books,Mass Market Paperback,384,2006,2000,,2023/03/14,"to-read, from-friends, fiction, owned","to-read (#2682), from-friends (#16), fiction (#295), owned (#1248)",to-read,,,,0,0
1139231,Boys Adrift: The Five Factors Driving the Growing Epidemic of Unmotivated Boys and Underachieving Young Men,Leonard Sax,"Sax, Leonard",,"=""0465072097""","=""9780465072095""",0,4.17,Basic Books (AZ),Hardcover,267,2007,2005,,2023/02/07,"to-read, women-patriarchy, non-fiction, owned, from-friends","to-read (#2648), women-patriarchy (#220), non-fiction (#595), owned (#1241), from-friends (#12)",to-read,,,,0,0
60098290,Chokepoint Capitalism: How Big Tech and Big Content Captured Creative Labor Markets and How We'll Win Them Back,Rebecca Giblin,"Giblin, Rebecca",Cory Doctorow,"=""0807007064""","=""9780807007068""",0,4.33,Beacon Press,Hardcover,312,2022,2022,,2023/02/23,"to-read, business-economy-capitalism, non-fiction, owned, from-friends","to-read (#2667), business-economy-capitalism (#49), non-fiction (#587), owned (#1245), from-friends (#13)",to-read,,,,0,0
52098718,Why We're Polarized,Ezra Klein,"Klein, Ezra",,"=""147670032X""","=""9781476700328""",0,4.24,Avid Reader Press / Simon  Schuster,Hardcover,336,2020,2020,,2022/12/09,"to-read, haule-kasi-gandor, publicystyka, non-fiction, owned, from-friends","to-read (#2609), haule-kasi-gandor (#62), publicystyka (#85), non-fiction (#570), owned (#1243), from-friends (#8)",to-read,,,,0,0
27873727,Stranger Than We Can Imagine: An Alternative History of the 20th Century,John Higgs,"Higgs, John",J.M.R. Higgs,"=""""","=""""",0,4.24,Signal,Kindle Edition,352,2015,2015,,2022/12/19,"to-read, historia, non-fiction, owned, from-friends","to-read (#2621), historia (#144), non-fiction (#596), owned (#1242), from-friends (#10)",to-read,,,,0,0
60613920,"Of Boys and Men: Why the Modern Male Is Struggling, Why It Matters, and What to Do about It",Richard V. Reeves,"Reeves, Richard V.",,"=""1800750544""","=""9781800750548""",0,4.17,Swift Press,Hardcover,298,2022,2022,,2022/12/12,"to-read, non-fiction, women-patriarchy, owned, from-friends","to-read (#2612), non-fiction (#572), women-patriarchy (#210), owned (#1239), from-friends (#9)",to-read,,,,0,0
59364173,I'm Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,"=""""","=""""",0,4.54,Simon & Schuster,ebook,320,2022,2022,,2022/10/21,"to-read, non-fiction, reportaże-biografie, owned, from-friends","to-read (#2567), non-fiction (#550), reportaże-biografie (#168), owned (#1240), from-friends (#7)",to-read,,,,0,0
21913812,This Changes Everything: Capitalism vs. The Climate,Naomi Klein,"Klein, Naomi",,"=""1451697384""","=""9781451697384""",0,4.16,Simon & Schuster,Hardcover,576,2014,2014,,2022/12/24,"to-read, ekologia, non-fiction, owned, from-friends","to-read (#2624), ekologia (#25), non-fiction (#577), owned (#1244), from-friends (#11)",to-read,,,,0,0
57190201,Tyrania merytokracji,Sandel Michael J.,"J., Sandel Michael",,"=""8301213833""","=""9788301213831""",0,4.82,,Paperback,,2020,,,2023/03/14,"to-read, filozofia-eseistyka-socjologia","to-read (#2681), filozofia-eseistyka-socjologia (#30)",to-read,,,,0,0
60209478,A Billion Years: My Escape From a Life in the Highest Ranks of Scientology,Mike Rinder,"Rinder, Mike",,"=""1982185767""","=""9781982185763""",0,4.39,Gallery Books,Hardcover,336,2022,2022,,2023/03/13,"to-read, non-fiction, reportaże-biografie","to-read (#2680), non-fiction (#597), reportaże-biografie (#179)",to-read,,,,0,0
60548527,Powrót do Uluru,Mark   McKenna,"McKenna, Mark",Tomasz S. Gałązka,"=""8396340293""","=""9788396340290""",0,4.01,ArtRage,Paperback,280,2022,2021,,2022/10/11,"artrage-bookrage, fiction, kryminaly, owned, currently-reading","artrage-bookrage (#440), fiction (#268), kryminaly (#54), owned (#1185), currently-reading (#20)",currently-reading,,,,1,0
82476380,Maxima Culpa. Jan Paweł II wiedział,Ekke Overbeek,"Overbeek, Ekke",,"=""8326841080""","=""9788326841088""",0,4.88,Agora S.A.,Paperback,504,2023,2023,,2023/03/08,"to-read, non-fiction, owned, publicystyka, publio, reportaże-biografie","to-read (#2679), non-fiction (#594), owned (#1238), publicystyka (#88), publio (#83), reportaże-biografie (#178)",to-read,,,,0,0
27220736,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,"Knight, Phil",,"=""1501135910""","=""9781501135910""",0,4.47,Scribner,Hardcover,400,2016,2016,,2021/06/10,"to-read, business-economy-capitalism, non-fiction, owned, virtualo","to-read (#1884), business-economy-capitalism (#15), non-fiction (#107), owned (#1237), virtualo (#72)",to-read,,,,0,0
75483993,Wioska wdów. Szokująca historia morderczyń z wioski Nagyrév,Patti McCracken,"McCracken, Patti",Urszula Gardner,"=""""","=""9788383211916""",0,3.76,Mova,Hardcover,472,2023,2023,,2023/03/05,"to-read, historia, non-fiction, women-patriarchy","to-read (#2678), historia (#143), non-fiction (#593), women-patriarchy (#229)",to-read,,,,0,0
1902398,Shoot the Women First,Eileen Macdonald,"Macdonald, Eileen",,"=""0679415963""","=""9780679415961""",0,3.73,Random House,Hardcover,241,1992,1992,,2023/03/04,"to-read, filozofia-eseistyka-socjologia, women-patriarchy","to-read (#2677), filozofia-eseistyka-socjologia (#29), women-patriarchy (#228)",to-read,,,,0,0
64405809,"The Big Con: How the Consulting Industry Weakens our Businesses, Infantilizes our Governments and Warps our Economies",Mariana Mazzucato,"Mazzucato, Mariana",Rosie Collington,"=""0593492676""","=""9780593492673""",0,3.81,Penguin Press,Hardcover,352,2023,2023,,2023/03/03,"to-read, business-economy","to-read (#2676), business-economy (#1)",to-read,,,,0,0
15796700,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Jashar Awan,"=""""","=""""",0,4.32,Alfred A. Knopf,Hardcover,477,2013,2013,,2023/03/01,"to-read, fiction","to-read (#2675), fiction (#294)",to-read,,,,0,0
38918234,Comedy Queen,Jenny Jägerfeld,"Jägerfeld, Jenny",,"=""""","=""9789129706406""",0,4.14,Rabén & Sjögren,Hardcover,219,2018,2018,,2023/03/01,"to-read, fiction, young-adult","to-read (#2674), fiction (#293), young-adult (#1)",to-read,,,,0,0
25422234,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,Irin Carmon,"Carmon, Irin",Shana Knizhnik,"=""0062415832""","=""9780062415837""",0,4.19,Dey Street Books,Hardcover,240,2015,2015,,2022/03/04,"to-read, women-patriarchy, non-fiction, reportaże-biografie","to-read (#2216), women-patriarchy (#155), non-fiction (#592), reportaże-biografie (#177)",to-read,,,,0,0
64230028,Chwile wieczności,Kjersti Anfinnsen,"Anfinnsen, Kjersti",Karolina Drozdowska,"=""""","=""9788367515160""",0,4.06,Art Rage,Paperback,252,2023,,,2023/03/01,"to-read, fiction","to-read (#2673), fiction (#292)",to-read,,,,0,0
75276043,Kobiety i inne potwory. Tworzenie nowej mitologii,Jess Zimmerman,"Zimmerman, Jess",Hanna Pustuła-Lewicka,"=""8381916526""","=""9788381916523""",0,3.79,Czarne,Hardcover,,2023,2021,,2023/02/28,"to-read, non-fiction, women-patriarchy","to-read (#2672), non-fiction (#591), women-patriarchy (#227)",to-read,,,,0,0
44286534,You Look Like a Thing and I Love You: How Artificial Intelligence Works and Why It's Making the World a Weirder Place,Janelle Shane,"Shane, Janelle",,"=""0316525243""","=""9780316525244""",0,4.18,Voracious,Hardcover,272,2019,2019,,2023/02/07,"non-fiction, tech, amazon, owned, currently-reading","non-fiction (#583), tech (#19), amazon (#143), owned (#1232), currently-reading (#19)",currently-reading,,,,1,0
58814285,Pocztówka z Mokum. 21 opowieści o Holandii,Piotr Oczko,"Oczko, Piotr",,"=""8324044213""","=""9788324044214""",5,4.54,Znak,Hardcover,336,2021,2021,2023/02/27,2022/12/29,"non-fiction, owned, woblink, świat, 2023","non-fiction (#578), owned (#1227), woblink (#292), świat (#22), 2023 (#13)",read,"Autor jest takim erudyta gawedziarzem, czytalabym wszystko!",,,1,0
25563522,Children of Time (Children of Time #1),Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""""","=""""",0,4.30,Pan Books,Kindle Edition,609,2015,2015,,2020/02/08,"to-read, fiction, science-fiction-fantasy","to-read (#786), fiction (#291), science-fiction-fantasy (#79)",to-read,,,,0,0
59983210,Niespokojni ludzie,Fredrik Backman,"Backman, Fredrik",Agata Teperek,"=""8367157222""","=""9788367157223""",0,4.19,Marginesy,Hardcover,382,2022,2019,,2022/09/10,"haule-kasi-gandor, fiction, currently-reading, bookbeat","haule-kasi-gandor (#58), fiction (#246), currently-reading (#18), bookbeat (#10)",currently-reading,,,,1,0
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",0,4.38,Atria Books,Hardcover,337,2014,2012,,2023/02/25,"to-read, fiction","to-read (#2671), fiction (#290)",to-read,,,,0,0
63110293,Polski SOR,Jan Świtała,"Świtała, Jan",,"=""""","=""9788327730978""",0,4.06,Mando,Paperback,288,2022,2022,,2022/12/06,"to-read, non-fiction, polska-mieszkam-w-polsce, ebookpoint, owned","to-read (#2607), non-fiction (#568), polska-mieszkam-w-polsce (#77), ebookpoint (#82), owned (#1235)",to-read,,,,0,0
17336818,Lękajcie się Ofiary pedofilii w polskim Kościele mówią,Ekke Overbeek,"Overbeek, Ekke",,"=""9788375545""","=""""",0,3.74,Czarna Owca,ebook,216,2013,2013,,2023/02/24,"to-read, historia, non-fiction, polska-mieszkam-w-polsce","to-read (#2670), historia (#142), non-fiction (#590), polska-mieszkam-w-polsce (#83)",to-read,,,,0,0
21073,The Embarrassment of Riches: An Interpretation of Dutch Culture in the Golden Age,Simon Schama,"Schama, Simon",,"=""0679781242""","=""9780679781240""",0,4.07,Vintage,Paperback,720,1997,1987,,2023/02/24,"to-read, historia, non-fiction","to-read (#2669), historia (#141), non-fiction (#589)",to-read,,,,0,0
75540347,Opór. Ukraińcy wobec rosyjskiej inwazji,Paweł Pieniążek,"Pieniążek, Paweł",,"=""""","=""9788383183527""",0,4.58,W.A.B.,Paperback,256,2023,2023,,2023/02/23,"to-read, non-fiction, ukraina","to-read (#2668), non-fiction (#588), ukraina (#57)",to-read,,,,0,0
59968383,Akuszerki,Sabina Jakubowska,"Jakubowska, Sabina",,"=""""","=""9788366997684""",0,4.62,Relacja,Hardcover,704,2022,2022,,2023/02/22,"to-read, historia, women-patriarchy, owned, woblink","to-read (#2666), historia (#140), women-patriarchy (#226), owned (#1236), woblink (#294)",to-read,,,,0,0
50938889,"Gareth Jones. Człowiek, który wiedział za dużo",Mirosław Wlekły,"Wlekły, Mirosław",,"=""8324055673""","=""9788324055678""",0,4.58,Społeczny Instytut Wydawniczy Znak,Hardcover,360,2019,2019,,2023/02/22,currently-reading,currently-reading (#17),currently-reading,,,,1,0
58087238,"How to Make Good Things Happen: Know Your Brain, Enhance Your Life",Marian Rojas Estapé,"Estapé, Marian Rojas",,"=""""","=""""",0,4.13,,Kindle Edition,,2021,2018,,2023/02/22,"to-read, growth-other-selfhelp","to-read (#2665), growth-other-selfhelp (#83)",to-read,,,,0,0
69711972,"Uratuj kotka! Ostatnia książka o pisaniu, jaką przeczytasz",Blake Snyder,"Snyder, Blake","Katarzyna Mojkowska, Michał Oleszczyk","=""""","=""9788383183084""",0,4.04,W.A.B.,Hardcover,272,2023,2005,,2023/02/22,"to-read, kino, non-fiction","to-read (#2664), kino (#7), non-fiction (#586)",to-read,,,,0,0
56085177,Zamaskowani,Pan Pielęgniarka,"Pielęgniarka, Pan","Siostra Bożenna, To nie z mojej karetki, Mateusz Sieradzan","=""""","=""""",3,4.21,Wydawnictwo Poczekalnia,Paperback,268,2020,,2023/02/21,2023/02/06,2023,2023 (#12),read,,,,1,0
63903463,Jak płakać w miejscach publicznych,Emilia Dłużewska,"Dłużewska, Emilia",,"=""""","=""9788324095827""",0,3.82,Znak literanova,Paperback,214,2023,2023,,2023/02/21,"to-read, non-fiction, reportaże-biografie","to-read (#2663), non-fiction (#585), reportaże-biografie (#176)",to-read,,,,0,0
55507038,How Stella Learned to Talk: The Groundbreaking Story of the World's First Talking Dog,Christina Hunger,"Hunger, Christina",,"=""0063046830""","=""9780063046832""",4,4.44,William Morrow,Hardcover,272,2021,2021,2023/02/17,2021/06/12,"non-fiction, popularnonaukowe, haule-kasi-gandor, 2023","non-fiction (#115), popularnonaukowe (#46), haule-kasi-gandor (#28), 2023 (#11)",read,,,,1,0
61386859,Społeczeństwo zmęczenia i inne eseje,Byung-Chul Han,"Han, Byung-Chul","Rafał Pokrywka, Michał Sutowski","=""""","=""9788366586994""",0,3.91,Wydawnictwo Krytyki Politycznej,Paperback,256,2022,2010,,2023/02/17,"to-read, business-economy-capitalism, filozofia-eseistyka-socjologia, non-fiction","to-read (#2662), business-economy-capitalism (#48), filozofia-eseistyka-socjologia (#28), non-fiction (#584)",to-read,,,,0,0
45180614,Liberating Sápmi: Indigenous Resistance in Europe’s Far North,Gabriel Kuhn,"Kuhn, Gabriel",,"=""1629637122""","=""9781629637129""",0,4.42,PM Press,Paperback,220,2020,,,2023/02/14,to-read,to-read (#2661),to-read,,,,0,0
2161329,Profesor Wilczur,Tadeusz Dołęga-Mostowicz,"Dołęga-Mostowicz, Tadeusz",,"=""8371801203""","=""9788371801204""",0,4.42,Prószyński i S-ka,Paperback,404,1996,1939,,2023/02/12,to-read,to-read (#2660),to-read,,,,0,0
2112743,Znachor,Tadeusz Dołęga-Mostowicz,"Dołęga-Mostowicz, Tadeusz",,"=""8386868392""","=""9788386868391""",5,4.50,Prószyński i S-ka,Paperback,321,1997,1937,2023/02/12,2020/01/10,"bookbeat, fiction, 2023","bookbeat (#9), fiction (#285), 2023 (#10)",read,,,,1,0
25090496,"Trójkąt ukraiński. Szlachta, carat i lud na Wołyniu, Podolu i Kijowszczyźnie 1793-1914",Daniel Beauvois,"Beauvois, Daniel",Krzysztof Rutkowski,"=""""","=""9788322733158""",0,4.62,UMCS,Paperback,792,2011,2005,,2023/02/12,"to-read, historia, ukraina","to-read (#2659), historia (#139), ukraina (#56)",to-read,,,,0,0
28754916,Nie dla zysku. Dlaczego demokracja potrzebuje humanistów,Martha C. Nussbaum,"Nussbaum, Martha C.",Łukasz Pawłowski,"=""""","=""""",0,3.62,Kultura Liberalna,,184,2015,2010,,2023/02/11,"to-read, filozofia-eseistyka-socjologia","to-read (#2653), filozofia-eseistyka-socjologia (#27)",to-read,,,,0,0
57535005,Facet przyzwoity. Od patriarchatu do nowych modeli męskości,Ivan Jablonka,"Jablonka, Ivan",Marta Duda-Gryc,"=""""","=""9788363860523""",0,3.82,CoJaNaTo,Paperback,511,2021,2019,,2023/02/11,"to-read, women-patriarchy","to-read (#2654), women-patriarchy (#225)",to-read,,,,0,0
96496468,Spoleczenstwo na zakrecie. Zmiany postaw i wartosci Polakow w latach 1990-2018,Praca Zbiorowa,"Zbiorowa, Praca",,"=""8365390795""","=""9788365390790""",0,0.0,Wydawnictwo Naukowe Scholar,Paperback,204,2019,,,2023/02/11,"to-read, filozofia-eseistyka-socjologia, polska-mieszkam-w-polsce","to-read (#2655), filozofia-eseistyka-socjologia (#26), polska-mieszkam-w-polsce (#82)",to-read,,,,0,0
53306970,"W Polsce, czyli wszędzie",Edwin Bendyk,"Bendyk, Edwin",,"=""""","=""9788364076954""",0,3.98,Polityka ,Paperback,360,2020,,,2023/02/11,"to-read, filozofia-eseistyka-socjologia, polska-mieszkam-w-polsce, publicystyka","to-read (#2656), filozofia-eseistyka-socjologia (#25), polska-mieszkam-w-polsce (#81), publicystyka (#87)",to-read,,,,0,0
52513781,"Historia męskości, t. 1: Od starożytności do oświecenia. Wymyślanie męskości",Alain Corbin,"Corbin, Alain",Georges Vigarello,"=""""","=""9788374535878""",0,3.92,słowo/obraz terytoria ,Hardcover,608,2019,2011,,2023/02/11,"to-read, women-patriarchy","to-read (#2657), women-patriarchy (#224)",to-read,,,,0,0
51916070,Niebinarne i wielowarstwowe pojęcie płci,Renata Ziemińska,"Ziemińska, Renata",,"=""9788301210""","=""""",0,4.25,Wydawnictwo Naukowe PWN,Paperback,174,2018,2018,,2023/02/11,"to-read, zdrowie-psychika-ciało","to-read (#2658), zdrowie-psychika-ciało (#123)",to-read,,,,0,0
52920599,"Czasem święta, czasem ladacznica",Joanna Drosio-Czaplińska,"Drosio-Czaplińska, Joanna",Jacek Masłowski,"=""""","=""9788326829314""",0,3.14,Wydawnictwo Agora,Paperback,288,2019,2019,,2021/10/11,"to-read, non-fiction, women-patriarchy, owned, virtualo","to-read (#1993), non-fiction (#209), women-patriarchy (#140), owned (#1234), virtualo (#71)",to-read,,,,0,0
32734510,"Czasem czuły, czasem barbarzyńca",Tomasz Kwaśniewski,"Kwaśniewski, Tomasz",Jacek Masłowski,"=""""","=""9788326824807""",0,3.91,Agora S.A.,Paperback,272,2016,2016,,2023/02/09,"to-read, women-patriarchy, zdrowie-psychika-ciało","to-read (#2652), women-patriarchy (#223), zdrowie-psychika-ciało (#122)",to-read,,,,0,0
62626142,"No, bez jaj. Rozmowy o męskości",Jacek Masłowski,"Masłowski, Jacek",Martyna Harland,"=""""","=""9788381323611""",0,4.33,Zwierciadło,Paperback,272,2022,2022,,2023/02/09,"to-read, women-patriarchy, zdrowie-psychika-ciało","to-read (#2651), women-patriarchy (#222), zdrowie-psychika-ciało (#121)",to-read,,,,0,0
74732132,The Bookshop and the Barbarian,Morgan Stang,"Stang, Morgan",,"=""""","=""""",0,3.90,,Kindle Edition,214,2023,2023,,2023/02/09,"to-read, amazon, fiction, lgbtqia, owned, science-fiction-fantasy","to-read (#2650), amazon (#144), fiction (#289), lgbtqia (#11), owned (#1233), science-fiction-fantasy (#78)",to-read,,,,0,0
10475999,Deep Secrets: Boys' Friendships and the Crisis of Connection,Niobe Way,"Way, Niobe",,"=""0674046641""","=""9780674046641""",0,4.09,Harvard University Press,Hardcover,326,2011,2011,,2023/02/08,"to-read, women-patriarchy","to-read (#2649), women-patriarchy (#221)",to-read,,,,0,0
59774809,Klub rozkoszy. Kartografia przyjemności,Jüne Plã,"Plã, Jüne",Andrzej Szyper,"=""""","=""9788324073863""",3,4.38,Znak Horyzont,Paperback,256,2022,2020,2023/02/06,2022/02/11,"non-fiction, owned, papier, popularnonaukowe, 2023","non-fiction (#319), owned (#983), papier (#48), popularnonaukowe (#98), 2023 (#9)",read,,,,1,0
33154545,"Seven Fallen Feathers: Racism, Death, and Hard Truths in a Northern City",Tanya Talaga,"Talaga, Tanya",,"=""1487002262""","=""9781487002268""",0,4.54,House of Anansi Press,Paperback,376,2017,2017,,2023/02/05,"to-read, non-fiction, racism-collonialism, usa","to-read (#2647), non-fiction (#582), racism-collonialism (#41), usa (#43)",to-read,,,,0,0
60892945,Autostrada łez,Jessica McDiarmid,"McDiarmid, Jessica",Anna Rosiak,"=""8367216229""","=""9788367216227""",3,4.30,Relacja,Paperback,384,2022,2019,2023/02/05,2022/05/24,"non-fiction, racism-collonialism, świat, women-patriarchy, artrage-bookrage, owned, 2023","non-fiction (#451), racism-collonialism (#40), świat (#19), women-patriarchy (#180), artrage-bookrage (#444), owned (#1203), 2023 (#8)",read,"Slaba redakcja, duzo powtorzen w tlumaczeniu, co wplywa na odbior. Wydaje mi sie, ze to tez spowodowalo, ze reportaz brzmi dla mnie zbyt ckliwie. W samej tresci brakuje mi wiecej kontekstu historycznego, o wielu rzeczach wiedzialam z innych zrodel.",,,1,0
54668242,Całkiem zwyczajny kraj. Historia Polski bez martyrologii,Brian Porter-Szücs,"Porter-Szücs, Brian","Anna Dzierzgowska, Jan Dzierzgowski","=""""","=""9788395797347""",5,4.43,Wydawnictwo Filtry,Hardcover,620,2021,2014,2023/02/04,2021/02/28,"historia, polska-mieszkam-w-polsce, non-fiction, owned, publio, 2023","historia (#18), polska-mieszkam-w-polsce (#41), non-fiction (#177), owned (#866), publio (#72), 2023 (#7)",read,Odswiezajace,,,1,0
15779807,"Krowy, świnie, wojny i czarownice. Zagadki kultury",Marvin Harris,"Harris, Marvin",,"=""""","=""9788325000301""",0,3.92,"Wydawnictwo ""Książnica""",Paperback,255,2007,1974,,2023/02/02,"to-read, non-fiction, popularnonaukowe","to-read (#2646), non-fiction (#581), popularnonaukowe (#169)",to-read,,,,0,0
39708866,Żmijowisko,Wojciech Chmielarz,"Chmielarz, Wojciech",,"=""8365973375""","=""9788365973375""",0,3.78,Marginesy,Paperback,480,2018,2018,,2019/09/06,"to-read, owned, woblink, fiction","to-read (#592), owned (#276), woblink (#140), fiction (#288)",to-read,,,,0,0
27138502,Proces norymberski,Joe J. Heydecker,"Heydecker, Joe J.","Johannes Leeb, Marek Zeller","=""""","=""9788377733363""",0,4.19,RM,Paperback,680,2015,1958,,2023/01/29,"to-read, historia","to-read (#2645), historia (#138)",to-read,,,,0,0
2622894,Filip,Leopold Tyrmand,"Tyrmand, Leopold",,"=""8377791110""","=""9788377791110""",0,4.05,Wydawnictwo MG,Hardcover,472,2012,1961,,2023/01/27,"to-read, fiction","to-read (#2644), fiction (#287)",to-read,,,,0,0
57292933,"Ewka, co cię ugryzło? Jak się zrozumieć i porozumieć w związku",Ewa Tyralik-Kulpa,"Tyralik-Kulpa, Ewa",,"=""""","=""9788363860325""",0,5.00,CoJaNaTo,Paperback,112,2019,,,2023/01/26,to-read,to-read (#2643),to-read,,,,0,0
63097853,Niezłe szprychy. O kobietach w kulturze rowerowej,Agnieszka Ejsymont,"Ejsymont, Agnieszka",,"=""""","=""""",4,4.33,Babska Korba,,,2022,2022,2023/01/25,2023/01/13,"owned, papier, women-patriarchy, cycling, 2023","owned (#1231), papier (#105), women-patriarchy (#213), cycling (#2), 2023 (#6)",read,"4,5<br/>Fajnie podana skrocona historia kobiecego kolarstwa i pokazanie jego roznych odcieni.<br/><br/>Pol gwiazdki mniej za braki w redakcji.",,,1,0
48636098,Revolutions: How Women Changed the World on Two Wheels,Hannah  Ross,"Ross, Hannah",,"=""0593083601""","=""9780593083604""",0,3.99,Plume Books,Paperback,368,2020,2020,,2023/01/25,"to-read, cycling, women-patriarchy","to-read (#2642), cycling (#10), women-patriarchy (#219)",to-read,,,,0,0
23848428,Ride the Revolution: The Inside Stories from Women in Cycling,Suze Clemitson,"Clemitson, Suze",,"=""1472912918""","=""9781472912916""",0,3.73,Bloomsbury USA,Hardcover,320,2015,2015,,2023/01/25,"to-read, cycling, women-patriarchy","to-read (#2641), cycling (#9), women-patriarchy (#218)",to-read,,,,0,0
38118857,Bikes and Bloomers: Victorian Women Inventors and their Extraordinary Cycle Wear,Kat Jungnickel,"Jungnickel, Kat",,"=""1906897751""","=""9781906897758""",0,4.55,Goldsmiths Press,Hardcover,264,2018,2018,,2023/01/25,"to-read, cycling, women-patriarchy","to-read (#2640), cycling (#8), women-patriarchy (#217)",to-read,,,,0,0
38396773,Women on the Move: The Forgotten Era of Women's Bicycle Racing,Roger Gilles,"Gilles, Roger",,"=""1496204174""","=""9781496204172""",0,4.35,University of Nebraska Press,Hardcover,360,2018,,,2023/01/25,"to-read, cycling, women-patriarchy","to-read (#2639), cycling (#7), women-patriarchy (#216)",to-read,,,,0,0
9227270,Wheels of Change: How Women Rode the Bicycle to Freedom (With a Few Flat Tires Along the Way),Sue Macy,"Macy, Sue",,"=""1426307624""","=""9781426307621""",0,3.85,National Geographic Kids,Hardcover,96,2011,2011,,2023/01/25,"to-read, cycling, women-patriarchy","to-read (#2638), cycling (#6), women-patriarchy (#215)",to-read,,,,0,0
43450316,Queens of Pain: Legends and Rebels of Cycling,Isabel Best,"Best, Isabel",,"=""""","=""9781912164059""",0,4.37,Rapha editions,Paperback,236,2018,,,2023/01/25,"to-read, cycling","to-read (#2637), cycling (#5)",to-read,,,,0,0
75614916,Poradnik Bikepackersa,Maria Kostacińska,"Kostacińska, Maria",,"=""""","=""9788396341518""",4,4.00,Trirent,Paperback,155,2022,,2023/01/18,2023/01/06,"2023, cycling","2023 (#4), cycling (#4)",read,"Przy calym moim doswiadczeniu sakwiarskim, nawet dowiedzialam sie czegos nowego :)",,,1,0
28451526,What Goes Around: A London Cycle Courier's Story,Emily Chappell,"Chappell, Emily",,"=""""","=""""",0,4.12,Guardian Faber Publishing,Kindle Edition,320,2016,,,2023/01/25,"to-read, cycling","to-read (#2636), cycling (#3)",to-read,,,,0,0
46260674,"Where There's a Will: Hope, Grief and Endurance in a Cycle Race Across a Continent",Emily Chappell,"Chappell, Emily",,"=""1788161513""","=""9781788161510""",0,4.37,Pursuit Books,Hardcover,288,2019,,,2023/01/25,"to-read, women-patriarchy, cycling","to-read (#2635), women-patriarchy (#214), cycling (#1)",to-read,,,,0,0
60122852,"Gdynia obiecana. Miasto, modernizm, modernizacja 1920-1939",Grzegorz Piątek,"Piątek, Grzegorz",,"=""8383182015""","=""9788383182018""",0,4.31,Wydawnictwo W.A.B.,Hardcover,480,2022,2022,,2023/01/22,"to-read, historia, polska-mieszkam-w-polsce","to-read (#2634), historia (#137), polska-mieszkam-w-polsce (#80)",to-read,,,,0,0
15975892,W przedwojennej Polsce. Życie codzienne i niecodzienne,Maja Łozińska,"Łozińska, Maja",Jan Łoziński,"=""8301165596""","=""9788301165598""",0,4.15,Wydawnictwo Naukowe PWN,Hardcover,288,2011,1999,,2023/01/22,"to-read, historia, polska-mieszkam-w-polsce","to-read (#2633), historia (#136), polska-mieszkam-w-polsce (#79)",to-read,,,,0,0
